-15	2.726327458893465
-14.5	2.4491093187575745
-14	2.210349517228054
-13.5	2.003986268592943
-13	1.8247687693024177
-12.5	1.668578615178192
-12	1.532006786828477
-11.5	1.41364264496331
-11	1.308359114803042
-10.5	1.2155627534925173
-10	1.1324337111773581
-9.5	1.0581503853205718
-9	0.9901677783251478
-8.5	0.9280212138860641
-8	0.8700727474277316
-7.5	0.8159529149339166
-7	0.7650722745817792
-6.5	0.7171703010432219
-6	0.6722268718699528
-5.5	0.6302903214847909
-5	0.5912907880792286
-4.5	0.5556968243447609
-4	0.5230692185158825
-3.5	0.494286014569029
-3	0.4684485847413409
-2.5	0.446825307335994
-2	0.42853413153152375
-1.5	0.4137611693098511
-1	0.4027446900261645
-0.5	0.395479065384566
0.5	0.3919405209666607
1	0.3959993388497544
1.5	0.4034534001343595
2	0.4151087456422303
2.5	0.43001422812340867
3	0.4492109013795787
3.5	0.4719088642247106
4	0.49878181251427534
4.5	0.5295747198557922
5	0.5645614179249704
5.5	0.6039226751392772
6	0.6478512565253509
6.5	0.6967429680512706
7	0.7510132439976178
7.5	0.8112660604369467
8	0.8781355345596247
8.5	0.9528037094137474
9	1.0359392481154313
9.5	1.1290379175738319
10	1.233595960623812
10.5	1.3516269124304523
11	1.4846497439792903
11.5	1.6364403791522921
12	1.810173265957313
12.5	2.0101168129147986
13	2.2415107261297815
13.5	2.512346176387676
14	2.8314441455411785
14.5	3.212440989524028
15	3.671976601511612
